Frequency,T60,T60Err,EffectiveArea,EAErr
300,0.7169926223907821,0.056951390287612924,4.490980659275188,0.35672276717109863
450,0.9068214171618305,0.0700431051328454,3.550864524216858,0.2742696328904936
650,0.6080145120985697,0.05720847074298842,5.295926225323356,0.4982970545764199
900,0.889479620057341,0.026859497493661906,3.620094184723895,0.10931550143345975
1300,1.3359337808857554,0.11104129358791044,2.4102991076886044,0.20034131532632965
1800,1.0153014304732166,0.035407038045143724,3.1714719425729627,0.11060008817031702
2500,0.731218546815456,0.0508846648540579,4.403608215387157,0.3064420742121897
3500,0.7971409338798845,0.024381366912471922,4.039436269227141,0.12355027023918201
5000,0.641735753543485,0.024879655772340387,5.017641579450829,0.1945305284868467
