Frequency,T60,T60Err,EffectiveArea,EAErr
300,3.663234655048313,0.3560528711526524,2.6370137077316436,0.2563079874265849
450,4.9853017448926495,0.6959705054365156,1.937696150468022,0.2705110820233128
650,4.4469869483435005,0.5264585220001543,2.1722573311348135,0.2571636474847818
900,3.095125977677095,0.5632749093029004,3.121036128955846,0.567990238571183
1300,5.717928562711102,0.5063458718899232,1.6894229954177324,0.14960528978698576
1800,4.267098182076082,0.6971912791972111,2.2638335439706467,0.3698825143138714
2500,3.902631990342137,0.5399230437809092,2.475252604884511,0.3424473339692748
3500,3.8527360126890087,0.8353213036924544,2.507309083255311,0.5436159356070106
5000,3.095527534852546,0.9684919531838323,3.1206312627615342,0.9763461099312798
