Input,Output
65.9171917869661,106.58769588431505
67.45878069042368,107.15507007828211
65.7719321118953,106.25674536135745
62.04293834250775,108.73147855771451
66.20443968929945,106.95341648428794
63.34879587644182,108.78426581250382
63.10731128038485,106.461027002607
65.2773268922034,106.85833076240488
65.98476400519641,108.85130098272671
63.8834024526346,108.86442078130999
